,title,time,src,content,forward,like,comment
161,外交部发言人办公室,2020/6/24 20:58,微博视频,"#赵立坚澄清加勒万河谷冲突事件真相#“外交部发言人办公室”消息，在6月24日外交部例行记者会上，赵立坚说：
近期，中印边界西段加勒万河谷冲突事件引发国内外广泛关注。6月19日，我已经详细介绍了事件的来龙去脉。此次事件的是非曲直十分清楚，责任完全不在中方。
首先，是印度边防部队非法越 ...展开全文c",678,4488,342
162,外交部发言人办公室,2020/6/24 20:45,微博视频,【康明凯妻子称加司法部长有权随时终止孟晚舟引渡程序　赵立坚：加政府可根据自身法律秉公执法】“外交部发言人办公室”消息，在6月24日外交部例行记者会上，有记者问：一些加拿大官员和法律专家认为，加拿大可以合法地释放孟晚舟，只不过这可能会损害加拿大的民主体系和司法公正。中方对此有何回应？ ...展开全文c,39,681,56
163,外交部发言人办公室,2020/6/24 20:38,微博视频,【赵立坚：蓬佩奥从哪里来的底气和勇气？】#跟我看外交##与发言人相约蓝厅#  L外交部发言人办公室的微博视频,71,818,91
164,外交部发言人办公室,2020/6/24 20:35,微博视频,【赵立坚：你永远无法叫醒装睡的蓬佩奥】#跟我看外交##与发言人相约蓝厅#  L外交部发言人办公室的微博视频,86,1184,99
165,外交部发言人办公室,2020/6/24 10:27,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-23）#跟我看外交# #与发言人相约蓝厅#   °【双语】例行记者会/Regular Press Conferenc...,37,217,57
166,外交部发言人办公室,2020/6/23 18:53,微博视频,【蓬佩奥称中方“任意”逮捕拘留加公民出于政治动机　赵立坚：如此双标 刷新认识下限】“外交部发言人办公室”消息，在6月23日外交部例行记者会上，有记者问：6月22日，美国务卿蓬佩奥发声明称，美对中国决定正式起诉康明凯和迈克尔极为关切。中方指控出于政治动机。美与加方站在一起，呼吁中方立即释 ...展开全文c,198,1660,248
167,外交部发言人办公室,2020/6/23 18:50,微博视频,【美方在美俄谈判桌摆放错版中国国旗　赵立坚：做好家庭作业 不要贻笑大方】“外交部发言人办公室”消息，在6月23日外交部例行记者会上，有记者问：据报道，22日，美国、俄罗斯在维也纳举行新一轮军控对话。美军控事务特使比林斯利在推特发布谈判桌上中国国旗的图片并称，维也纳对话即将开始，中国没有 ...展开全文c,177,1137,124
168,外交部发言人办公室,2020/6/23 18:44,微博视频,"【中印举行第二次军长级会谈　赵立坚：双方同意推动事态降温】“外交部发言人办公室”消息，在6月23日外交部例行记者会上，有记者问：据报道，22日，印度军方消息人士称，印中当日举行了11个小时的军长级会谈，双方就当前边境事态交换了意见。中方能否证实并提供有关信息？
赵立坚：6月22日，中印 ...展开全文c",37,408,69
169,外交部发言人办公室,2020/6/23 18:43,微博视频,【美国再列管四家中国媒体在美机构为“外国使团”　赵立坚：立即停止损人不利己的错误做法】“外交部发言人办公室”消息，在6月23日外交部例行记者会上，有记者问：美国国务院发言人22日宣布，美将中国中央电视台、中新社、《人民日报》、《环球时报》四家中国媒体在美机构列管为“外国使团”。中方对 ...展开全文c,71,943,160
170,外交部发言人办公室,2020/6/23 10:26,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-22） #跟我看外交# #与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,33,203,35
171,外交部发言人办公室,2020/6/13 11:04,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-12）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,47,342,74
172,外交部发言人办公室,2020/6/12 20:06,微博 weibo.com,华春莹：美方应邀请世卫组织专家赴美考察 #跟我看外交##与发言人相约蓝厅#  °华春莹：美方应邀请世卫组织专家赴美考察,61,721,90
173,外交部发言人办公室,2020/6/12 20:05,微博 weibo.com,朝美领导人新加坡会晤两周年 华春莹：既要“坐而论道”，更要“起而行之” #跟我看外交##与发言人相约蓝厅#   °华春莹：既要“坐而论道”，更要“起而行之”,28,339,31
174,外交部发言人办公室,2020/6/12 19:33,微博 weibo.com,华春莹：英方应尊重中国维护自身主权、安全和统一的正当权利 　#跟我看外交##与发言人相约蓝厅#  °华春莹：英方应尊重中国维护自身主权、安全和...,39,444,46
175,外交部发言人办公室,2020/6/12 19:32,微博 weibo.com,华春莹：外部势力越是对香港事务横加干涉，中方推进香港国安立法的决心越是坚定不移 　#跟我看外交##与发言人相约蓝厅#  °华春莹：中方推进香港国安立法的决心坚定不移,转发,47,评论
176,外交部发言人办公室,2020/6/12 9:49,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-11）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,34,234,48
177,外交部发言人办公室,2020/6/11 18:56,微博 weibo.com,通过停车场汽车数量推断疫情发生时间　华春莹：可笑现象背后的操弄不可笑　#跟我看外交##与发言人相约蓝厅# °华春莹：可笑现象背后的操弄不可笑,84,780,118
178,外交部发言人办公室,2020/6/11 10:27,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-10）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,38,244,49
179,外交部发言人办公室,2020/6/10 18:24,微博 weibo.com,澳战略政策研究所炮制抹黑中国报告　华春莹：拿美国经费的反华势力“急先锋”　#跟我看外交##与发言人相约蓝厅# °华春莹：拿美国经费的反华势力“急先锋”,45,731,97
180,外交部发言人办公室,2020/6/10 18:20,微博 weibo.com,华春莹：在美方一些人看来，不听美国话攻击中国就是受到了中国的胁迫　#跟我看外交##与发言人相约蓝厅# °华春莹：在美方一些人看来，不听美国话攻击中...,48,727,85
181,外交部发言人办公室,2020/6/10 10:34,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-9）#跟我看外交# #与发言人相约蓝厅#  °【双语】例行记者会/Regular Press Conferenc...,36,1594,180
182,外交部发言人办公室,2020/6/9 18:06,微博 weibo.com,中新“快捷通道”正式启动#跟我看外交# #与发言人相约蓝厅#  °中新“快捷通道”正式启动,21,1369,230
183,外交部发言人办公室,2020/6/9 18:06,微博 weibo.com,华春莹：赞赏洛钦外长积极表态 愿同菲方深化全面合作#跟我看外交# #与发言人相约蓝厅#  °华春莹：赞赏洛钦外长积极表态 愿同菲方深化...,14,424,47
184,外交部发言人办公室,2020/6/9 18:06,微博 weibo.com,华春莹：让政治病毒及幕后黑手在阳光下无处遁形#跟我看外交# #与发言人相约蓝厅#  °华春莹：让政治病毒及幕后黑手在阳光下无处遁形,45,704,67
185,外交部发言人办公室,2020/6/9 10:44,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-6-8）#跟我看外交# #与发言人相约蓝厅# °【双语】例行记者会/Regular Press Conferenc...,36,267,55
186,外交部发言人办公室,2020/5/27 17:48,微博 weibo.com,拉夫罗夫外长表示涉港问题完全是中国内政　赵立坚：完全同意 高度赞赏  #跟我看外交# #与发言人相约蓝厅#  °赵立坚：完全同意 高度赞赏,41,452,30
187,外交部发言人办公室,2020/5/27 9:57,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-5-26）#跟我看外交##与发言人相约蓝厅#    °【双语】例行记者会/Regular Press Conferenc...,36,208,65
188,外交部发言人办公室,2020/5/26 21:00,微博 weibo.com,#跟我看外交#【韩语】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【韩语】官方发布：王毅国务委员兼外长2020年...,34,214,39
189,外交部发言人办公室,2020/5/26 20:59,微博 weibo.com,#跟我看外交#【日语】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【日语】官方发布：王毅国务委员兼外长2020年...,40,206,22
190,外交部发言人办公室,2020/5/26 20:58,微博 weibo.com,#跟我看外交#【阿语】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【阿语】官方发布：王毅国务委员兼外长2020年...,19,161,16
191,外交部发言人办公室,2020/5/26 20:57,微博 weibo.com,#跟我看外交#【俄语2/2】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【俄语2/2】官方发布：王毅国务委员兼外长202...,22,149,12
192,外交部发言人办公室,2020/5/26 20:56,微博 weibo.com,#跟我看外交#【俄语1/2】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【俄语1/2】官方发布：王毅国务委员兼外长202...,16,125,9
193,外交部发言人办公室,2020/5/26 20:54,微博 weibo.com,#跟我看外交#【西语】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【西语】官方发布：王毅国务委员兼外长2020年...,18,123,14
194,外交部发言人办公室,2020/5/26 20:53,微博 weibo.com,#跟我看外交#【法语】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【法语】官方发布：王毅国务委员兼外长2020年...,18,144,12
195,外交部发言人办公室,2020/5/26 17:40,微博 weibo.com,赵立坚：中国向赤道几内亚派出医疗专家组　生动体现中赤几人民和中非人民间的深情厚谊　#跟我看外交# #与发言人相约蓝厅# °赵立坚：中国向赤道几内亚派出医疗专家组,35,378,72
196,外交部发言人办公室,2020/5/26 17:36,微博 weibo.com,赵立坚：团结合作才是人类战胜疫情的最有力武器　#跟我看外交# #与发言人相约蓝厅# °赵立坚：团结合作才是人类战胜疫情的最有力武器,35,280,38
197,外交部发言人办公室,2020/5/26 10:35,微博 weibo.com,【双语】例行记者会/Regular Press Conference（2020-5-25）#跟我看外交##与发言人相约蓝厅#   °【双语】例行记者会/Regular Press Conferenc...,34,271,60
198,外交部发言人办公室,2020/5/25 19:09,微博 weibo.com,#跟我看外交# 【中英双语+视频】官方发布：王毅国务委员兼外长2020年两会记者会（全文）O【中英双语+视频】官方发布：王毅国务委员兼...,185,620,106
199,外交部发言人办公室,2020/5/25 10:21,搜狗高速浏览器,#跟我看外交# 【中英双语】2020年两会记者会，王毅都讲了哪些精彩语句？O【中英双语】2020年两会记者会，王毅都讲了哪...,161,1262,175
200,外交部发言人办公室,2020/5/25 10:21,搜狗高速浏览器,#跟我看外交#【中法双语】2020年两会记者会，王毅都讲了哪些精彩语句？O【中法双语】2020年两会记者会，王毅都讲了哪...,32,185,31
201,外交部发言人办公室,2020/5/24 16:25,微博 weibo.com,转发微博,6,26,16
202,外交部发言人办公室,2020/5/24 16:18,微博 weibo.com,转发微博,8,31,12
203,外交部发言人办公室,2020/5/24 16:14,微博 weibo.com,转发微博,1,19,6
204,外交部发言人办公室,2020/5/24 16:14,微博 weibo.com,转发微博,6,16,6
205,外交部发言人办公室,2020/5/24 16:12,微博 weibo.com,转发微博,14,46,20
206,外交部发言人办公室,2020/5/24 16:10,微博 weibo.com,转发微博,13,42,23
207,外交部发言人办公室,2020/5/24 16:02,微博 weibo.com,转发微博,5,20,14
208,外交部发言人办公室,2020/5/24 16:00,微博 weibo.com,转发微博,6,508,6
209,外交部发言人办公室,2020/5/24 15:57,微博 weibo.com,转发微博,6,26,4
210,外交部发言人办公室,2020/5/24 15:56,微博 weibo.com,转发微博,6,18,15
211,外交部发言人办公室,2020/5/24 15:52,微博 weibo.com,转发微博,8,103,13
212,外交部发言人办公室,2020/5/24 15:52,微博 weibo.com,转发微博,4,19,8
213,外交部发言人办公室,2020/5/24 15:48,微博 weibo.com,转发微博,1,22,10
214,外交部发言人办公室,2020/5/24 15:45,微博 weibo.com,转发微博,8,31,9
215,外交部发言人办公室,2020/5/24 15:44,微博 weibo.com,转发微博,2,19,8
216,外交部发言人办公室,2020/5/20 18:18,微博视频,"【赵立坚：病毒溯源政治化没有市场】“外交部发言人办公室”消息，在5月20日外交部例行记者会上，有记者问：第73届世界卫生大会通过了欧盟提出的应对新冠疫情决议，中方对此有何评论？中方为何参加共同提案国？
赵立坚：第73届世界卫生大会于5月19日协商一致通过了新冠疫情决议。中方表示欢迎。
...展开全文c",57,492,52
